"id","parentId","iNaturalistTaxonName","commonName","rank","iNaturalistTaxonImage","scientificName","introduction_status","reportingStatus","infrataxon_status","provincial_concern","provenance_status","solow_EP","species","subspecies","variety","nameStatus","inSummary"
243048,48681,Spiraea douglasii douglasii,"Douglas' Meadowsweet",variety,https://inaturalist-open-data.s3.amazonaws.com/photos/7407961/medium.jpg,Spiraea douglasii var. douglasii,native,confirmed,infrataxon,secure,unknown,0,douglasii,,Spiraea douglasii douglasii,accepted,1
401314,48493,Delphinium ajacis,"doubtful knight's-spur",species,https://inaturalist-open-data.s3.amazonaws.com/photos/41131894/medium.jpg,Delphinium ajacis,exotic,confirmed,non-infrataxon,unknown,unknown,0,ajacis,,,accepted,1
524900,156879,Argentina pacifica,"Pacific silverweed",species,https://static.inaturalist.org/photos/147381949/medium.jpg,Argentina pacifica,native,confirmed,non-infrataxon,secure,no_voucher,0,pacifica,,,accepted,1
556361,64276,Phragmites australis australis,"European reed",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/6314550/medium.jpg,Phragmites australis ssp. australis,exotic,reported,infrataxon,unknown,unknown,0,australis,Phragmites australis australis,,accepted,1
711103,203680,Pilosella aurantiaca,"orange hawkweed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/533646976/medium.jpg,Pilosella aurantiaca,exotic,new 2016,non-infrataxon,unknown,voucher,0,aurantiaca,,,accepted,1
716948,48063,Lysimachia europaea arctica,"",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/137324460/medium.jpeg,Lysimachia europaea ssp. arctica,native,confirmed,infrataxon,secure,unknown,0,europaea,Lysimachia europaea arctica,,accepted,1
802465,273241,Aphyllon californicum californicum,"California Broomrape",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/949980/medium.jpg,Aphyllon californicum ssp. californicum,native,reported,infrataxon,secure,no_voucher,0.016,californicum,Aphyllon californicum californicum,,accepted,1
914922,379255,Reynoutria japonica,"Japanese knotweed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/74418856/medium.jpg,Reynoutria japonica,exotic,new 2016,non-infrataxon,unknown,no_voucher,0,japonica,,,accepted,1
1035494,49398,Kalmia microphylla occidentalis,"Western Swamp Laurel",variety,https://static.inaturalist.org/photos/199851182/medium.jpg,Kalmia microphylla var. occidentalis,native,confirmed,infrataxon,secure,voucher,0,microphylla,,Kalmia microphylla occidentalis,accepted,1
1074432,51886,Urtica gracilis gracilis,"American stinging nettle",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/100054561/medium.jpeg,Urtica gracilis ssp. gracilis,native,new 2017,non-infrataxon,secure,no_voucher,0,gracilis,Urtica gracilis gracilis,,accepted,1
1392347,50829,Viola minuscula,"northern white violet",species,https://inaturalist-open-data.s3.amazonaws.com/photos/268047681/medium.jpeg,Viola minuscula,native,confirmed,non-infrataxon,secure,unknown,0,minuscula,,,accepted,1
1538791,57187,Koeleria spicata,"spike trisetum",species,https://inaturalist-open-data.s3.amazonaws.com/photos/14190852/medium.jpg,Trisetum spicatum,native,reported,non-infrataxon,secure,unknown,0,spicata,,,unaccepted,1
1538926,204214,Graphephorum cernuum,"nodding trisetum",species,https://inaturalist-open-data.s3.amazonaws.com/photos/520515052/medium.jpg,Graphephorum cernuum,native,confirmed,non-infrataxon,secure,unknown,0,cernuum,,,accepted,1
1538928,204214,Graphephorum canescens,"tall trisetum",species,https://inaturalist-open-data.s3.amazonaws.com/photos/189552428/medium.jpg,Graphephorum canescens,native,confirmed,non-infrataxon,secure,unknown,0,canescens,,,accepted,1
1562069,1555488,Mutarda arvensis,"charlock",species,https://inaturalist-open-data.s3.amazonaws.com/photos/326850053/medium.jpeg,Rhamphospermum arvense,exotic,reported,non-infrataxon,unknown,unknown,0,arvensis,,,unaccepted,1
47435,47436,Lotus corniculatus,"bird's-foot trefoil",species,https://inaturalist-open-data.s3.amazonaws.com/photos/10133360/medium.jpg,Lotus corniculatus,exotic,confirmed,non-infrataxon,unknown,voucher,0,corniculatus,,,accepted,1
47543,47544,Rubus spectabilis,"Salmonberry",species,https://inaturalist-open-data.s3.amazonaws.com/photos/313742389/medium.jpg,Rubus spectabilis,native,confirmed,non-infrataxon,secure,no_voucher,0,spectabilis,,,accepted,1
47602,47603,Taraxacum officinale,"common dandelion",species,https://inaturalist-open-data.s3.amazonaws.com/photos/23575133/medium.jpg,Taraxacum officinale agg.,exotic,confirmed,non-infrataxon,unknown,voucher,0,officinale,,,accepted,1
48229,48230,Ranunculus repens,"Creeping buttercup",species,https://inaturalist-open-data.s3.amazonaws.com/photos/38652836/medium.jpeg,Ranunculus repens,exotic,confirmed,non-infrataxon,unknown,voucher,0,repens,,,accepted,1
51875,51876,Trifolium pratense,"Red Clover",species,https://inaturalist-open-data.s3.amazonaws.com/photos/10029907/medium.jpg,Trifolium pratense,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,pratense,,,accepted,1
52471,52472,Vicia cracca,"tufted vetch",species,https://inaturalist-open-data.s3.amazonaws.com/photos/133717606/medium.jpeg,Vicia cracca,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,cracca,,,accepted,1
52698,52697,Avena fatua,"wild oat",species,https://inaturalist-open-data.s3.amazonaws.com/photos/268294240/medium.jpeg,Avena fatua,exotic,new 2022,non-infrataxon,unknown,unknown,0,fatua,,,accepted,1
52795,52797,Hordeum murinum leporinum,"hare barley",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/957797/medium.jpg,Hordeum murinum ssp. leporinum,exotic,reported,infrataxon,unknown,unknown,0,murinum,Hordeum murinum leporinum,,accepted,1
52801,52800,Lolium perenne,"Perennial Ryegrass",species,https://static.inaturalist.org/photos/3607783/medium.jpg,Lolium perenne,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,perenne,,,accepted,1
52808,52809,Poa annua,"Annual Meadow-grass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/119472992/medium.jpeg,Poa annua,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,annua,,,accepted,1
52812,52809,Poa howellii,"Howell's Bluegrass",species,https://static.inaturalist.org/photos/387799788/medium.jpg,Poa howellii,native,reported,non-infrataxon,secure,unknown,0,howellii,,,accepted,1
52821,52818,Achillea millefolium,"common yarrow",species,https://inaturalist-open-data.s3.amazonaws.com/photos/4902/medium.jpg,Achillea millefolium complex,unknown,confirmed,non-infrataxon,unknown,unknown,0,millefolium,,,accepted,1
53103,51900,Hypochaeris glabra,"Smooth Cat's Ear",species,https://inaturalist-open-data.s3.amazonaws.com/photos/347993099/medium.jpg,Hypochaeris glabra,exotic,confirmed,non-infrataxon,unknown,no_voucher,0.023,glabra,,,accepted,1
53104,51900,Hypochaeris radicata,"Common Cat's-ear",species,https://inaturalist-open-data.s3.amazonaws.com/photos/229524032/medium.jpg,Hypochaeris radicata,exotic,confirmed,non-infrataxon,unknown,voucher,0,radicata,,,accepted,1
53195,53196,Rumex acetosella,"Sheep's sorrel",species,https://inaturalist-open-data.s3.amazonaws.com/photos/177768765/medium.jpg,Rumex acetosella,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,acetosella,,,accepted,1
53212,52195,Silene gallica,"Small-flowered Catchfly",species,https://inaturalist-open-data.s3.amazonaws.com/photos/244116293/medium.jpeg,Silene gallica,exotic,new 2022,non-infrataxon,unknown,unknown,0,gallica,,,accepted,1
53320,52472,Vicia americana,"American vetch",species,https://inaturalist-open-data.s3.amazonaws.com/photos/71578389/medium.jpg,Vicia americana,native,confirmed,non-infrataxon,secure,no_voucher,0.008,americana,,,accepted,1
53324,52472,Vicia sativa,"Common Vetch",species,https://inaturalist-open-data.s3.amazonaws.com/photos/281444164/medium.jpg,Vicia sativa,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,sativa,,,accepted,1
53441,53438,Rosa gymnocarpa,"Baldhip Rose",species,https://inaturalist-open-data.s3.amazonaws.com/photos/26171161/medium.jpeg,Rosa gymnocarpa,native,confirmed,non-infrataxon,secure,unknown,0,gymnocarpa,,,accepted,1
53445,47544,Rubus ursinus,"trailing blackberry",species,https://inaturalist-open-data.s3.amazonaws.com/photos/624755302/medium.jpg,Rubus ursinus,native,confirmed,non-infrataxon,secure,no_voucher,0,ursinus,,,accepted,1
54141,54142,Tragopogon porrifolius,"purple salsify",species,https://inaturalist-open-data.s3.amazonaws.com/photos/180639530/medium.jpg,Tragopogon porrifolius,exotic,confirmed,non-infrataxon,unknown,unknown,0,porrifolius,,,accepted,1
55721,52195,Silene vulgaris,"bladder campion",species,https://inaturalist-open-data.s3.amazonaws.com/photos/149687809/medium.jpg,Silene vulgaris,exotic,reported,non-infrataxon,unknown,no_voucher,0.016,vulgaris,,,accepted,1
55724,55725,Symphytum officinale,"common comfrey",species,https://inaturalist-open-data.s3.amazonaws.com/photos/75011823/medium.jpg,Symphytum officinale,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,officinale,,,accepted,1
55736,55737,Sanguisorba minor,"Salad Burnet",species,https://inaturalist-open-data.s3.amazonaws.com/photos/123208455/medium.jpg,Sanguisorba minor,exotic,reported,non-infrataxon,unknown,no_voucher,0.008,minor,,,accepted,1
55745,51876,Trifolium repens,"white clover",species,https://inaturalist-open-data.s3.amazonaws.com/photos/507060667/medium.jpg,Trifolium repens,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,repens,,,accepted,1
55778,55779,Petasites frigidus palmatus,"Western Sweet Coltsfoot",variety,https://inaturalist-open-data.s3.amazonaws.com/photos/366989332/medium.jpeg,Petasites frigidus var. palmatus,native,confirmed,infrataxon,secure,no_voucher,0,frigidus,,Petasites frigidus palmatus,accepted,1
55837,47351,Prunus cerasifera,"Cherry-plum",species,https://static.inaturalist.org/photos/62295627/medium.jpg,Prunus cerasifera,exotic,new 2015,non-infrataxon,unknown,no_voucher,0,cerasifera,,,accepted,1
55848,53597,Narcissus pseudonarcissus,"wild daffodil",species,https://inaturalist-open-data.s3.amazonaws.com/photos/63617613/medium.jpg,Narcissus cf. pseudonarcissus,exotic,confirmed,non-infrataxon,unknown,unknown,0,pseudonarcissus,,,accepted,1
55851,55460,Lamium purpureum,"red deadnettle",species,https://inaturalist-open-data.s3.amazonaws.com/photos/371086451/medium.jpg,Lamium purpureum,exotic,new 2015,non-infrataxon,unknown,no_voucher,0,purpureum,,,accepted,1
56057,56058,Leucanthemum vulgare,"oxeye daisy",species,https://inaturalist-open-data.s3.amazonaws.com/photos/385004026/medium.jpg,Leucanthemum vulgare,exotic,confirmed,non-infrataxon,unknown,voucher,0,vulgare,,,accepted,1
56064,48230,Ranunculus acris,"meadow buttercup",species,https://inaturalist-open-data.s3.amazonaws.com/photos/134844788/medium.jpeg,Ranunculus acris,exotic,confirmed,non-infrataxon,unknown,voucher,0,acris,,,accepted,1
56859,52829,Agoseris heterophylla heterophylla,"Annual False Dandelion",variety,https://inaturalist-open-data.s3.amazonaws.com/photos/372293452/medium.jpeg,Agoseris heterophylla ssp. heterophylla,native,confirmed,infrataxon,secure,unknown,0,heterophylla,,Agoseris heterophylla heterophylla,accepted,1
57056,53152,Medicago lupulina,"Black Medick",species,https://inaturalist-open-data.s3.amazonaws.com/photos/340295701/medium.jpg,Medicago lupulina,exotic,confirmed,non-infrataxon,unknown,no_voucher,0.008,lupulina,,,accepted,1
57079,51876,Trifolium microdon,"thimble clover",species,https://inaturalist-open-data.s3.amazonaws.com/photos/190517943/medium.jpeg,Trifolium microdon,native,confirmed,non-infrataxon,secure,voucher,0.031,microdon,,,accepted,1
57080,51876,Trifolium variegatum,"white-tipped clover",species,https://inaturalist-open-data.s3.amazonaws.com/photos/500193244/medium.jpg,Trifolium variegatum,native,confirmed,non-infrataxon,secure,voucher,0.016,variegatum,,,accepted,1
57081,51876,Trifolium willdenovii,"tomcat clover",species,https://inaturalist-open-data.s3.amazonaws.com/photos/271202833/medium.jpg,Trifolium willdenovii,native,confirmed,non-infrataxon,secure,no_voucher,0.008,willdenovii,,,accepted,1
57108,52643,Juncus effusus pacificus,"pacific rush",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/43642283/medium.jpeg,Juncus effusus ssp. pacificus,native,confirmed,infrataxon,secure,unknown,0,effusus,Juncus effusus pacificus,,accepted,1
57156,52697,Avena sativa,"Common Oat",species,https://inaturalist-open-data.s3.amazonaws.com/photos/51273833/medium.jpg,Avena sativa,exotic,confirmed,non-infrataxon,unknown,unknown,0,sativa,,,accepted,1
57171,52792,Elymus glaucus glaucus,"Blue Wild Rye",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/316253/medium.jpeg,Elymus glaucus ssp. glaucus,native,confirmed,infrataxon,secure,unknown,0,glaucus,Elymus glaucus glaucus,,accepted,1
57183,57187,Koeleria macrantha,"Prairie Junegrass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/42363755/medium.jpg,Koeleria macrantha,native,confirmed,non-infrataxon,secure,no_voucher,0,macrantha,,,accepted,1
57198,52809,Poa secunda,"Pine bluegrass",species,https://static.inaturalist.org/photos/307590523/medium.jpg,Poa secunda,native,confirmed,non-infrataxon,secure,unknown,0,secunda,,,accepted,1
57724,47216,Calypso bulbosa occidentalis,"Western Fairy-slipper",variety,https://inaturalist-open-data.s3.amazonaws.com/photos/72717526/medium.jpg,Calypso bulbosa var. occidentalis,native,confirmed,infrataxon,secure,no_voucher,0.008,bulbosa,,Calypso bulbosa occidentalis,accepted,1
57922,48160,Centaurea melitensis,"Maltese star-thistle",species,https://inaturalist-open-data.s3.amazonaws.com/photos/206740899/medium.jpg,Centaurea melitensis,exotic,new 2023,non-infrataxon,unknown,unknown,0,melitensis,,,accepted,1
58382,52809,Poa bulbosa,"Bulbous Bluegrass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/374609883/medium.jpeg,Poa bulbosa,exotic,confirmed,non-infrataxon,unknown,unknown,0,bulbosa,,,accepted,1
58780,52195,Silene antirrhina,"sleepy catchfly",species,https://inaturalist-open-data.s3.amazonaws.com/photos/708591/medium.jpg,Silene antirrhina,native,confirmed,non-infrataxon,secure,unknown,0,antirrhina,,,accepted,1
58911,51876,Trifolium microcephalum,"small-headed clover",species,https://inaturalist-open-data.s3.amazonaws.com/photos/209905092/medium.jpg,Trifolium microcephalum,native,confirmed,non-infrataxon,secure,unknown,0,microcephalum,,,accepted,1
59570,59571,Arctium minus,"lesser burdock",species,https://inaturalist-open-data.s3.amazonaws.com/photos/295584290/medium.jpg,Arctium minus,exotic,confirmed,non-infrataxon,unknown,voucher,0,minus,,,accepted,1
59782,47357,Allium acuminatum,"Hooker's onion",species,https://inaturalist-open-data.s3.amazonaws.com/photos/20424858/medium.jpg,Allium acuminatum,native,confirmed,non-infrataxon,secure,unknown,0,acuminatum,,,accepted,1
60201,51876,Trifolium subterraneum,"Subterranean Clover",species,https://inaturalist-open-data.s3.amazonaws.com/photos/194532117/medium.jpeg,Trifolium subterraneum,exotic,confirmed,non-infrataxon,unknown,unknown,0,subterraneum,,,accepted,1
60267,47357,Allium amplectens,"narrowleaf onion",species,https://static.inaturalist.org/photos/72256535/medium.jpeg,Allium amplectens,native,confirmed,non-infrataxon,concern,no_voucher,0.008,amplectens,,,accepted,1
60307,52809,Poa pratensis,"Smooth Meadow-grass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/170918800/medium.jpg,Poa pratensis,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,pratensis,,,accepted,1
60318,51611,Veronica peregrina peregrina,"common purslane speedwell",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/61934798/medium.jpg,Veronica peregrina var. peregrina,exotic,confirmed,infrataxon,unknown,unknown,0,peregrina,Veronica peregrina peregrina,,accepted,1
60975,60145,Leontodon saxatilis saxatilis,"Lesser Hawkbit",subspecies,https://static.inaturalist.org/photos/13286264/medium.jpg,Leontodon saxatilis ssp. saxatilis,exotic,new 2016,infrataxon,unknown,no_voucher,0.008,saxatilis,Leontodon saxatilis saxatilis,,accepted,1
61000,48571,Carex obnupta,"slough sedge",species,https://inaturalist-open-data.s3.amazonaws.com/photos/548280134/medium.jpg,Carex obnupta,native,confirmed,non-infrataxon,secure,no_voucher,0,obnupta,,,accepted,1
61009,50321,Lathyrus latifolius,"broad-leaved sweet pea",species,https://inaturalist-open-data.s3.amazonaws.com/photos/522746705/medium.jpg,Lathyrus latifolius,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,latifolius,,,accepted,1
61021,51876,Trifolium glomeratum,"Clustered clover",species,https://inaturalist-open-data.s3.amazonaws.com/photos/382627336/medium.jpg,Trifolium glomeratum,exotic,new 2020,non-infrataxon,unknown,unknown,0,glomeratum,,,accepted,1
61179,51876,Trifolium dichotomum,"Branched Clover",species,https://inaturalist-open-data.s3.amazonaws.com/photos/505443640/medium.jpg,Trifolium dichotomum,native,confirmed,non-infrataxon,concern,unknown,0,dichotomum,,,accepted,1
61334,53597,Narcissus poeticus,"Poet's Narcissus",species,https://inaturalist-open-data.s3.amazonaws.com/photos/619941812/medium.jpg,Narcissus poeticus,exotic,new 2019,non-infrataxon,unknown,unknown,0,poeticus,,,accepted,1
61824,51876,Trifolium hybridum,"Alsike clover",species,https://static.inaturalist.org/photos/526917185/medium.jpg,Trifolium hybridum,exotic,confirmed,non-infrataxon,unknown,voucher,0,hybridum,,,accepted,1
61834,52797,Hordeum brachyantherum brachyantherum,"northern meadow barley",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/127507531/medium.jpg,Hordeum brachyantherum ssp. brachyantherum,native,confirmed,infrataxon,secure,unknown,0,brachyantherum,Hordeum brachyantherum brachyantherum,,accepted,1
63333,52797,Hordeum murinum murinum,"Barley Grass",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/1816776/medium.jpg,Hordeum murinum ssp. murinum,exotic,confirmed,infrataxon,unknown,voucher,0,murinum,Hordeum murinum murinum,,accepted,1
63890,47851,Quercus garryana garryana,"Oregon white oak",variety,https://inaturalist-open-data.s3.amazonaws.com/photos/47152328/medium.jpeg,Quercus garryana var. garryana,native,confirmed,infrataxon,secure,no_voucher,0,garryana,,Quercus garryana garryana,accepted,1
63898,48230,Ranunculus uncinatus,"woodland buttercup",species,https://inaturalist-open-data.s3.amazonaws.com/photos/188031208/medium.jpeg,Ranunculus uncinatus,native,confirmed,non-infrataxon,secure,no_voucher,0,uncinatus,,,accepted,1
63937,55910,Hieracium albiflorum,"white hawkweed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/533595713/medium.jpg,Hieracium albiflorum,native,confirmed,non-infrataxon,secure,voucher,0,albiflorum,,,accepted,1
64157,54677,Rorippa palustris palustris,"Bog Yellowcress",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/23307831/medium.jpg,Rorippa palustris ssp. palustris,native,reported,infrataxon,secure,unknown,0,palustris,Rorippa palustris palustris,,accepted,1
64268,51876,Trifolium incarnatum,"crimson clover",species,https://inaturalist-open-data.s3.amazonaws.com/photos/73250250/medium.jpg,Trifolium incarnatum,exotic,confirmed,non-infrataxon,unknown,unknown,0,incarnatum,,,accepted,1
67826,48230,Ranunculus flammula,"Lesser Spearwort",species,https://static.inaturalist.org/photos/392293472/medium.jpg,Ranunculus flammula,native,confirmed,non-infrataxon,secure,voucher,0,flammula,,,accepted,1
68479,52800,Lolium multiflorum,"Italian Ryegrass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/10693239/medium.jpg,Lolium multiflorum,exotic,reported,non-infrataxon,unknown,unknown,0,multiflorum,,,accepted,1
69640,48571,Carex sylvatica,"European Woodland Sedge",species,https://inaturalist-open-data.s3.amazonaws.com/photos/151584811/medium.jpg,Carex sylvatica,exotic,new 2022,non-infrataxon,unknown,unknown,0,sylvatica,,,accepted,1
71122,51876,Trifolium oliganthum,"few-flowered clover",species,https://inaturalist-open-data.s3.amazonaws.com/photos/73105131/medium.jpeg,Trifolium oliganthum,native,confirmed,non-infrataxon,secure,voucher,0.219,oliganthum,,,accepted,1
71146,51876,Trifolium wormskioldii,"springbank clover",species,https://inaturalist-open-data.s3.amazonaws.com/photos/20756586/medium.jpg,Trifolium wormskioldii,native,reported,non-infrataxon,secure,no_voucher,0,wormskioldii,,,accepted,1
75597,52855,Artemisia suksdorfii,"coastal mugwort",species,https://inaturalist-open-data.s3.amazonaws.com/photos/82212944/medium.jpeg,Artemisia suksdorfii,native,confirmed,non-infrataxon,secure,unknown,0,suksdorfii,,,accepted,1
75912,52701,Bromus sitchensis,"sitka brome",species,https://inaturalist-open-data.s3.amazonaws.com/photos/135599191/medium.jpeg,Bromus sitchensis,native,confirmed,non-infrataxon,secure,voucher,0,sitchensis,,,accepted,1
76014,48571,Carex arcta,"northern clustered sedge",species,https://static.inaturalist.org/photos/27108965/medium.jpg,Carex arcta,native,confirmed,non-infrataxon,secure,no_voucher,0.031,arcta,,,accepted,1
76017,48571,Carex aurea,"golden sedge",species,https://inaturalist-open-data.s3.amazonaws.com/photos/223610365/medium.jpg,Carex aurea,native,confirmed,non-infrataxon,secure,voucher,0.008,aurea,,,accepted,1
76028,48571,Carex cusickii,"Cusick's sedge",species,https://inaturalist-open-data.s3.amazonaws.com/photos/152846297/medium.jpeg,Carex cusickii,native,confirmed,non-infrataxon,secure,unknown,0,cusickii,,,accepted,1
76036,48571,Carex exsiccata,"western inflated sedge",species,https://inaturalist-open-data.s3.amazonaws.com/photos/88414080/medium.jpeg,Carex exsiccata,native,confirmed,non-infrataxon,secure,voucher,0.008,exsiccata,,,accepted,1
76048,48571,Carex hendersonii,"Henderson's Sedge",species,https://inaturalist-open-data.s3.amazonaws.com/photos/3636530/medium.jpg,Carex hendersonii,native,confirmed,non-infrataxon,secure,voucher,0,hendersonii,,,accepted,1
76062,48571,Carex laeviculmis,"smooth-stemmed sedge",species,https://inaturalist-open-data.s3.amazonaws.com/photos/58780236/medium.jpeg,Carex laeviculmis,native,new 2017,non-infrataxon,secure,no_voucher,0.025,laeviculmis,,,accepted,1
76063,48571,Carex lasiocarpa,"woolly-fruited sedge",species,https://inaturalist-open-data.s3.amazonaws.com/photos/11396770/medium.jpg,Carex lasiocarpa,native,confirmed,non-infrataxon,secure,unknown,0,lasiocarpa,,,accepted,1
76067,48571,Carex leporina,"oval sedge",species,https://inaturalist-open-data.s3.amazonaws.com/photos/927135/medium.jpg,Carex leporina,native,confirmed,non-infrataxon,secure,voucher,0.031,leporina,,,accepted,1
76069,48571,Carex leptalea,"bristle-stalked sedge",species,https://inaturalist-open-data.s3.amazonaws.com/photos/43400813/medium.jpeg,Carex leptalea,native,confirmed,non-infrataxon,secure,unknown,0,leptalea,,,accepted,1
76070,48571,Carex leptopoda,"slender-footed sedge",species,https://inaturalist-open-data.s3.amazonaws.com/photos/18494169/medium.jpeg,Carex leptopoda,native,new 2016,non-infrataxon,secure,no_voucher,0.016,leptopoda,,,accepted,1
76072,48571,Carex livida,"livid sedge",species,https://inaturalist-open-data.s3.amazonaws.com/photos/13344638/medium.jpg,Carex livida,native,reported,non-infrataxon,secure,no_voucher,0.023,livida,,,accepted,1
76076,48571,Carex lyngbyei,"Lyngbye's sedge",species,https://inaturalist-open-data.s3.amazonaws.com/photos/548744090/medium.jpg,Carex lyngbyei,native,confirmed,non-infrataxon,secure,voucher,0,lyngbyei,,,accepted,1
76089,48571,Carex pachystachya,"starry broomsedge",species,https://inaturalist-open-data.s3.amazonaws.com/photos/4048199/medium.jpg,Carex pachystachya,native,confirmed,non-infrataxon,secure,voucher,0.032,pachystachya,,,accepted,1
76091,48571,Carex pellita,"woolly sedge",species,https://inaturalist-open-data.s3.amazonaws.com/photos/135818236/medium.jpeg,Carex pellita,native,new 2017,non-infrataxon,secure,unknown,0,pellita,,,accepted,1
76104,48571,Carex scoparia,"pointed broom sedge",species,https://inaturalist-open-data.s3.amazonaws.com/photos/2131645/medium.jpg,Carex scoparia,native,new 2022,non-infrataxon,secure,no_voucher,0.008,scoparia,,,accepted,1
76124,48571,Carex utriculata,"Northwest Territory sedge",species,https://inaturalist-open-data.s3.amazonaws.com/photos/967436/medium.jpg,Carex utriculata,native,reported,non-infrataxon,secure,unknown,0,utriculata,,,accepted,1
76907,50879,Erigeron canadensis,"horseweed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/220777535/medium.jpg,Erigeron canadensis,native,reported,non-infrataxon,secure,voucher,0,canadensis,,,accepted,1
77129,72133,Fallopia convolvulus,"Black-bindweed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/213207534/medium.jpg,Fallopia convolvulus,exotic,reported,non-infrataxon,unknown,unknown,0,convolvulus,,,accepted,1
77136,57170,Festuca bromoides,"brome fescue",species,https://static.inaturalist.org/photos/12954865/medium.jpg,Festuca bromoides,exotic,confirmed,non-infrataxon,unknown,voucher,0.053,bromoides,,,accepted,1
77140,57170,Festuca myuros,"rattail sixweeks grass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/381229715/medium.jpg,Festuca myuros,exotic,confirmed,non-infrataxon,unknown,voucher,0,myuros,,,accepted,1
78499,49347,Phacelia linearis,"Linearleaf Phacelia",species,https://inaturalist-open-data.s3.amazonaws.com/photos/199149595/medium.jpeg,Phacelia linearis,native,confirmed,non-infrataxon,secure,unknown,0,linearis,,,accepted,1
78636,52809,Poa compressa,"Canada bluegrass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/30487560/medium.jpg,Poa compressa,exotic,confirmed,non-infrataxon,unknown,no_voucher,0.016,compressa,,,accepted,1
78642,52809,Poa infirma,"Early Meadow-grass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/350880228/medium.jpeg,Poa infirma,exotic,reported,non-infrataxon,unknown,unknown,0,infirma,,,accepted,1
78649,52809,Poa nemoralis,"Wood Meadow-grass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/139030997/medium.jpg,Poa nemoralis,exotic,reported,non-infrataxon,unknown,voucher,0.071,nemoralis,,,accepted,1
78650,52809,Poa palustris,"Swamp Meadow-grass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/100147784/medium.jpeg,Poa palustris,native,new 2022,non-infrataxon,secure,no_voucher,0,palustris,,,accepted,1
78657,52809,Poa trivialis,"Rough Meadow-grass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/380159189/medium.jpeg,Poa trivialis,exotic,confirmed,non-infrataxon,unknown,unknown,0,trivialis,,,accepted,1
78682,48972,Polygonum douglasii,"Douglas' knotweed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/514846183/medium.jpg,Polygonum douglasii,native,confirmed,non-infrataxon,secure,unknown,0,douglasii,,,accepted,1
78683,48972,Polygonum fowleri,"Fowler's Knotweed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/436317956/medium.jpeg,Polygonum fowleri,native,confirmed,non-infrataxon,secure,unknown,0,fowleri,,,accepted,1
78692,48972,Polygonum spergulariiforme,"scatter knotweed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/437445783/medium.jpeg,Polygonum spergulariiforme,native,new 2018,non-infrataxon,secure,voucher,0,spergulariiforme,,,accepted,1
78817,48230,Ranunculus aquatilis,"common water-crowfoot",species,https://inaturalist-open-data.s3.amazonaws.com/photos/223987862/medium.jpg,Ranunculus aquatilis,native,reported,non-infrataxon,secure,voucher,0.031,aquatilis,,,accepted,1
78829,48230,Ranunculus parviflorus,"smallflower buttercup",species,https://inaturalist-open-data.s3.amazonaws.com/photos/461725871/medium.jpg,Ranunculus parviflorus,exotic,new 2022,non-infrataxon,unknown,unknown,0,parviflorus,,,accepted,1
78832,48230,Ranunculus sardous,"hairy buttercup",species,https://inaturalist-open-data.s3.amazonaws.com/photos/493287669/medium.jpg,Ranunculus sardous,exotic,confirmed,non-infrataxon,unknown,unknown,0,sardous,,,accepted,1
